"","id","content",
"41","448588800","언론도 아는 비리 
떡검은 아직도 모르나?
조국 딸과 왜 이렇게 다르냐?
온갖 구석 구석 압색하고
나경원 소환해서 구속해라,
이 빌어먹을 떡검들아 ~ ! ! !",
"42","448587009","조 까 라 마 이 신
조국은
까고
나경원은 
마 덮으라 안핸나
이 문디 자석들아
신문(기레기)도 다 덮는다 아이가",
"43","448589750","나경원아들  김현조
나경원딸         김유나
조국딸만  실명 밝히고 ...
기레기가 고소전문 나경원이 무서운가보네",
"44","448589458","나경원 사학비리 특검가야한다. 이정도면 특검해야 형평성에 맞는거다.",
"45","448588783","당장 압수수색
구속 수사하라!!!",
"46","448588753","조국과 조국자녀를 이세상 가장 못된사람처럼 무어뜯더니 나경원과 그자녀와 그 집안은 더 개판이네..",
"47","448587508","전방위적으로 
범죄를
안저지른데가없구나
범죄자뇬이
나라에무슨해악을끼칠까
걱정이되는구나
저년이방위비타령하며
미국간다하는데
아들놈만나서대책세우려
가는걸꺼다",
"48","448587287","이정도면 다른 언론에서 물고빨고 해야되는거 아닌가? 조중동 종편.. 가대하진 않지만 늬들은 양심도 없는 천하의 짐슴들이란 사실만 알아두었으면 한다. 짐슴새끼의 부모도 짐승이요. 그 짐승들의 자식도 짐승이다.",
"49","448587038","답변을 못 하는 거겠지! 더럽다 조국 딸한테는 개거품 물면서 아빠찬스라 그리 떠들더니..",
"50","448585283","나씨 인터뷰봤나??? 세계최강 고딩아들인데 머가 문제냐??? 라고  10알 2019년에,,,19세기 망언.젖간년",
"51","448584561","조국식으로 수사해줘",
"52","448584353","나경원   이제  시작인가 ??????    참   빨리도  한다      증거   다   없애고    수사 하는척~~~~  하다가     대충~~~~    뭉그리다가   끝~~~~~  
윤석열아    두고 보마 ~~~~~!!!!!!!!",
"53","448584278","검찰들 뮈하는거야 빨리 수사안하고",
"54","448583795","나가리
잡아서
똑 같이 해부해라
조국을 대하듯 
나가리도. 똑 같이 해줘라
윤총장",
"55","448583770","이런걸  압수수색해야지  윤석열아",
"56","448583496","나아베딸의 비리는 더 심하다.
이건 거의 나아베 딸만을 위한 전형이었음",
"57","448583435","특수부 뭐하냐?? 일 안하냐?? 석렬아 일 해라...",
"58","448587135","역시 돌아온 mbc 멋지네요~~!!",
"59","448587125","이 여자 조국처럼 동일하게 압색왜하지않나?윤 떡검은 먼 생각을 하나?토착왜구당이라서 동색?",
"60","448593428","윤석열은 불공정수사를 하고있다.

나경원의 자녀입시비리는 권력형비리라고했는데, 
고발된지 오래됬는데 아직도 필요한 압수수색이나 구속이 안이루어졌다

윤석열이 조국에게만 편파적 과잉수사로 일가족을 인격살인하여 
국민으로부터 윤석열과 검찰에 대한 공정성과 신뢰를 잃었다",
"61","448593399","나경원은 일단 삭발부터 하고, 답변하기 바란다. 
황대표 께서 삭발을 먼저 하셨는데, 그밑에 나경원이 거부한것은 괘씸한 의정활동인것이다
즉, 황대표를 무시한것이다.  이런 버르장머리는 당연히 손봐야 한다.",
"62","448593317","서울대생들 조용하네 신기하다.",
"63","448593294","수사,,,안하잖아,,

춘장,,

언제적 ,,의혹,,,",
"64","448591928","나 씹~년 이로군!",
"65","448591777","공정성 어쩌구 하는 대학생것들아 

나경원에 대해서 한마디도 안하는것이

네놈들이 조국장관을 비난한것은

자유당의 사주에 의한것이고 극우의 끄나풀이라는

가장 확실한 증거이다!!

반박해봐라!!",
"66","448591720","요즘 Mbc아니면 제대로 된 뉴스가 없어 
옛명성을  되찾는듯ㆍ
시청료 받아 엠비시로 줍시다ㆍkbs는 어짜피 쳐다보지도 않는데 시청료가 아까워서",
"67","448591099","서울대생들아 이번에도 촛불들거지?",
"68","448590912","윤짜장.
이제 달려보자.
조국 딸과  나경원이  아들.딸 중 어떤 아이가 더 부정한 짓을 했는지.
또 조국일가 까듯이 나경원이 집구석도 양파까듯이 한번 까보자.
더도 덜도 말고 조국일가 털듯이 나경원이 털어보자.
다음은 황베차례다.",
"69","448590904","서울대 연고대생들아  촛불 안드냐???",
"70","448590773","요년 봐라 ?
깨끗한척   개   지   랄  하더니만 ?  아니였네  ?

더러운  년",
"71","448590770","이렇게 증거들이  넘쳐나는데
검찰은 구경만하고
도대체 검찰의 정의는 무엇일까",
"72","448590582","윤석열 검새,,,,
나베사건,,,조국반민큼만 해라.....
편파수사가 더 큰 부패다..
천박한 검새야....",
"73","448590400","공정한사회  외치던  사람들  어디갔나?",
"74","448590213","윤춘장 뭐하냐 이색이야",
"75","448589876","석렬아  뭐하니?",
"76","448589762","윤석열아 70 번 이상 압색해야 하지 않나???
온 국민을 눈뜬 장님으로 만들거냐??
조국장관이 얼마나 비통해 하겠나???
참으로 너는 더러운 놈이야.... 욕 나올라 한다.",
"77","448589755","서울대생들은
뭐하냐?

선택적 분노?",
"78","448589713","석렬아 뭐하냐
조국이 턴것처럼 특수부 총동원하여
나경원이 대대적으로 털어라
이게 니가 말하는 정의고 평등이냐",
"79","448589473","나경원 처단이야? 윤석열 보직해임이야 둘중 하나다..",
"80","448589337","개검 윤석엿놈아
나씨년 자식들 조사도
조국장관님 가족처럼 해야지
니들이 말하는 법과원칙은
나씨년한테는 예외인거야",
"81","448589153","너는좋겠다 엄마잘만나서  조국딸처럼 안당하고 조사도안받고  상대적박탈감든다고 시위도안하고 학교 퇴학시키라고 부모들이 반발도안하고.  나경원 자식으로 태어난걸 감사해야지.",
"82","448588997","오늘 밤 8시 55분
mbc  스트레이트 
나경원 아들 국적과 
입시비리 의혹에 관해 방송한답니다",
"83","448588655","티비 조선 에서 조민에게 온갖 저주의 말을 퍼부었던 고성국이란 인간아 나경원이 씨부린 말은 해명으로 들리더냐?
조민에게 세치기 당했다고 분노 하던 서울대 고려대 연세대 일베충 놈들아 나베의 특권은 당연 한것이더냐?
진짜 분노할 대상이 무안지도 모르는 개 돼지들아 언론이 만든 프레임이 사실이라 믿고 있냐?",
"84","448588506","똑같이 합시다. 똑같이 .... 검찰 지켜봅니다.

정치검찰아웃! 정치판사아웃! 기레기언론아웃! 자한바른당아웃! 매국친일뉴라이트일베아웃!",
"85","448588499","18  ㄴ 뻔뻔한냔이다  이거  용서가  안된다  쥑일냔이네",
"86","448588481","이런 분이 조국을 비판했다는게  어의없다!
검찰!  수사 열심히 해라! 차별하지말고",
"87","448588434","조국 딸 의혹에 대해 
촛불들고 그렇게 쥐이럴 발광을 떨었던
서울대 ♪♬ 뇬넘들은
나경원 아들 의혹에 대해서는 눈감고 귀닫고 아가리 쳐 닫았나?",
"88","448588319","무능한 검찰이 못하는거 mbc가 찾아냈네요
보고싶은것만 보는 검찰눈엔 나경원관련된게 안보였을 겁니다 윤석열눈안에 그마음안엔 온통 조국관련만 품고 있으니?국감때  기다려보라고 박지원을 이기더니  뭐냐 아직까지 시늉만내고 ?무능한 검찰총장이니 그 아래 딱 갈이들 도 무능 ?좋겠다 나경원 ? 윤석열이 덮어주려 느릿느릿 수사하니 나경원은 그사이 털거털고 있으려나",
"89","448588065","조국네 애들보다
백배는 더 심각하다
석열아!!",
"90","448587234","윤석열 나경원 조사는 못하는거냐 안하는거냐
비리 투성이 인데 나경원에 겁처먹었냐
아니면 한통속이라 조사 못하는 거냐
네 의지가 이거냐 역시 네놈도 정치 떡검
배신자 같은넘 
넌 언제가는 네가 한많큼 당할것이다
넌 중립인줄 알았던것이 바보였지",
"91","448587233","학생들아 왜가만히있냐???",
"92","448587229","나경원 고향 일본으로 튈 수 있다
구속하라",
"93","448587223","윤석렬 여기는 왜 안털까?",
"94","448587143","석열아
눈과귀있으면
조국처럼
나경원
아들.  
조속히 수사하라",
"95","448587121","검찰 노냐?",
"96","448587068","이쯤되면 검찰 너희들 직무유기야!!
아니라고 말 좀 해보거라!!",
"97","448587066","이런 자들이 대한민국 보수당을 대표하고 있다",
"98","448587049","전직 판사란 자가 있다.
지 자식들 불법으로 부정입학,취직시키고
남의 집 자식들 범죄꾼으로 몰아 사냥했지.
머리속에  뭐가 있길래..,
지 잘못은 주어가 없다.기억안난다.지가 있을때가 아니다.
본인은 지시한적없다.해당 교수한테 부탁전화만 했다.

온 국민이 공분을 사게 만드는 공공의 적으로
스스로 목 조르는 바보천치가 되었네.
시간이 흐르면 잠잠해질거라 하겠지.
민중을 개,돼지로 보는 조중동이 쉴드쳐줄테니

넌 끝났어.
친일행적에 원정출산에  차고 넘치는 증거들이
많고 많아.
가장 처절하고 강력하게 수사해야한다.",
"99","448586990","우리 한번 죠   센징일보중앙동아, 자학당등 
토착왜구들이 어떤 반응을 보이는지 살펴봅시다...

보건대 조국장관의 딸래미건은 저~~리가라인듯한데...",
"100","448586748","조국딸은 나경원아들에비하면 아무것도아니네",
"101","448586740","오늘 9시
스트레이트 꼭 보세요",
"102","448586450","MBC 잘한다   국민이 지켜보고 있다",
"103","448586434","나경원 의원은 왜 수사를 안하나여?",
"104","448586396","고발 들어간지거 언젠데 압수수색은 도대채 언제 하는 거야?",
"105","448586358","검찰아!
뭐라고 말 좀해라
묵언수행하냐?",
"106","448586224","나베는 탈탈 털 필요도 없이 조금만 털어도 줄줄이 나온다
일단 특검부터 가자 윤씨한테는 못 맡기니까~",
"107","448586125","법과  원칙은 마음에 안든 사람한테 적용하는걸 요즘 시대에 배웁니다.  지 마음에 들면 불법도 모른척   공정도 모른척.. 기소권 분리에 공수처 도입되야 합니다.",
"108","448586109","윤석열씨, 뭐하냐? 공수처 법안을 빌미로 나경원이랑 딜했냐?  막아주면 나경원 봐주고 국회선진화법 위반도 대충 덮어주기로? 그래서 질질끄는거야? 국민이 개돼지로 보이니?",
"109","448585929","나경원 니가 조국장관 딸에게 했듯이 니도 고스란히 그대로 돌려받아라!!  니 가족은 성역이 아니니라!!",
"110","448585893","나의원의 언어 개념은 일반국민과 다르다. 해방후 반민특위가 반문특위로 되기도 하고, 패스트 트랙에서 채이배 의원을 감금했지만 빵을 나눠먹고 마술을 하는 등 분위기가 좋와 감금이 아니며 젊고 건장한 채의원이 감금당할만큼 나약하지 않다고 하다가 채의원의 반격을 받았다. 문빠 달창을 말하다가 달창을 달빛창문이라고 둘러댔다. 조국의 딸은 몰아붙였지만 자신의 아들은 모든 것이 적법했고 상대가 알아서 해준 것으로 위법 탈법이 없다고 주장할 것이다.",
"111","448585595","건들지 말아야 할것을 건들었어
자유로울수 있는  기득권이 몇이나 될까
이제 혹독한 후폭풍을 감당해야지.",
"112","448585490","야........진짜
나경원 집안..........

조국에 비하면
완전 똥덩어리 집안이네.

개검들은 뭐하냐?
압수수색 안하고???",
"113","448585441","그리고
고대 서울대 연대 후학들아 . . . .
이 사태에 대해선 뭘 생각하고
뭘 고민하고 있는지
솔직한 심정이 궁금하다.
아 그리고 고대는
조국 딸 입학취소까지
아주 그냥 끝까지 추적하던데 . . .
나경원이는
왜 ?
이쁘냐 ? ㅎㅎㅎㅎㅎ
션택적 정의에
제대로 된 정의는 없는 법이다.
니들은 글러먹었다.",
"114","448585397","서울대 학생들
나경원 아들에 대해서는
데모를  안하는 거냐",
"115","448585385","윤깡패는 뭐하냐~
검찰개혁하겠다는 조국 자녀가 아니니까
수사도 안하겠다는건가?
조국  자녀였으면 먼지털듯 탈탈 털텐데
윤깡패~ 깡패짓 해야지.
서울대, 고대, 연대  공정외치며 
시위하던것들 뭐하냐.
나경원 아들이야말로 특혜인데.
왜들 가만히 있어? 지들이 말하는 분노는
사람 가려서 하나보다.",
"116","448585347","이건 특검감이네 ~~특검가야지 
대한민국야당대표가 이런거는 특검감",
"117","448585326","나경원도조사하라 똑같이털어라.
남편에,딸에 ...자매들에 부모님까지. 
자기자신이,비리의혹이 태산인데,
남헐뜻는거보면...보통여자는아니다.
지금 검찰을 믿을수는없지만,겉만털어도
과관일거다.頭がいかれてる女．",
"118","448585091","이 년 아. 조국은  답변할 가치를 느껴서 답변했다냐?",
"119","448584886","썅 뇨ㄴ    조국법무장관을 그렇게 욕하고 물어뜯더니  똥냄새가 진동을하네",
"120","448583768","이러건 뭐라안하냐? 
서울대 잡것들아..",
"121","448583707","존경하는 윤석렬 총장님.  당신이 말씀하신  정의의 칼을 휘둘릴 차례.  두고 보겠습니다. 또라인지 진짜 검사인지.",
"122","448583417","제대로 수사 안하면 정말 검찰이 해체되어야
한다",
"123","448590668","주위에 MBC 8시55분
스트레이트 시청하라고
전체카톡 보네세요~^^~

남의눈에 피눈물나게하고
대한민국전체에
한가족 마녀사냥하고

참고로 조민은 정상적으로
표창장.인턴증명서
다했다
한점뿌끄러운것업다",
"124","448593730","뻔뻔한 얼굴로 타인을 비난하고 곤혹스럽게 하더니 본인은 답변이 필요 없다니. 그 양심을 어떻게 믿어야 하나.",
"125","448593582","검찰은 뭐하나",
"126","448593560","네년이 대한민국 국민이냐?
낮가죽 참 두꺼운년이다.
대학도 아니고 중학교때부터 미국에서 교육?
참 나쁜년이네...",
"127","448593557","떡이나 돌리는 검새들아,
늬들이 해야 할 일을 엠비씨가 99.9% 해줬다.
그래도 착수 안하지???? 에라이~!! 윤짜장!!",
"128","448593532","석열씨... 언제 제대로 수사하냐? 조국수사 반만 해라 재발...",
"129","448593481","나경원의 민낮이 슬슬 들어나기 시작하는구나!
더도말고 네가 몰락시킨 조국만큼 털어라.",
"130","448593462","윤석열이 조국은 수백명 동원 3개월 동안 탈탈 털고, 나경원은 묵묵부답인 이유?
조국은 검찰개혁해 검새의 기득권을 줄이려고 함
나경원은 검찰개혁에 반대 검새의 기득권을 보장",
"131","448593442","이뇬은 언제 조사하나",
"132","448593435","서울대 학생들  나씨 아들땜에 상대적 박탈감  안 느끼냐 이것들아.",
"133","448593395","서울대 일베들아!
국민혈세와 니들 등록금으로 운영되는 학교실험실을 외국학생이 공짜로 한달간이나 썼다잖냐!

왜 분노 안하냐?
마스크 잃어버렸어?",
"134","448593384","나베 캐 년......... 국개의원 출마 끝이군.
황교활이가 정적 확실히 제거했군.
더럽고 추잡한 년.",
"135","448593328","나경원 낯짝을 한번 만져보고 싶다.
얼마나 두꺼운지",
"136","448593307","Sky 일베대학생들 뭐하냐?  깃발부대 할배들이랑 규탄대회 해야지.",
"137","448593296","몹쓸인간이 남의 몹쓸짓에는
더 큰소리로 비판하더라
썩은 정치인  뽑은 국민들도
정신 좀 차리자",
"138","448593222","단독!
기레기들이 이기사에 싫어요를 오순도순 번갈아 누르고있습니다",
"139","448593179","구속수사해라!",
"140","448593179","구속수사해라!",
"141","448593171","개 검들 나경원 아들도 조국 딸이랑 다를게 없거늘 
어떻게 탈탈 터는지 보겠다 .",
"142","448593164","이 정도면 당장 구속수사해야 마땅한데
과연 검찰은 못 들은 척, 못 본 척할 지 
궁금하네.",
"143","448593162","조국 가족처럼 확 까발려보자.",
"144","448593160","실험실을 한달씩이나??

양다리 실험저자로~~

능력좋~~타",
"145","448593153","나경원은 자신이 조국에게 했던만큼 비난을 받을 의무가 있다.",
"146","448593143","조중동은 나베 애기 1도 없지 ㅋㅋ",
"147","448593132","나경원은 완전 불법비리부정의 종합세트인 듯하다.
이 상황에 왜 나경원이 멀쩡히 국회서 숨쉬고 나대는가?
윤춘장씨는 나경원을 얼른 체포하라. 체포하라.",
"148","448592799","경원아 조국죽이려 발악했지? 너도 이제 당해야지? 쓰레기들",
"149","448592792","더도말고 덜도말고 딱 조국장관한테 한만큼만!!!!
나씨 눈에 피눈물나길",
"150","448592747","법위에 있는 적폐년이나
무소불위의 권력을 가진 개검놈들이나
모조리 도륙내야한다",
"151","448592703","나베를 구속수사 하라.
윤석열은 뭐하는가?
왜 꿀먹은 벙어리인가?

나경원 가즈아~~",
"152","448592563","잘못이 있으면 누구던지 동등하게  해야한다. 좌 ,우를  떠나서",
"153","448592554","나베야 나베야  속이 타냐?
찬물한잔마시고 조국 의 3분의 2만
당해봐라
이런기사뜨면 가슴이 벌렁 벌렁 할것",
"154","448592411","나 경 원 정말 보기싫다. 나는 이 여자가 뉴스에 나오면 채널을 돌려버린다. 다른사람들도 그런지 궁금하다.",
"155","448592400","나경원 사학비리 입시비리  딱 조국만큼 털어라.
아. 윤춘장 부인, 장모도 똑같이 털어라. 

아. 장제원 아들, 사학비리 사돈팔촌 다 털것. 꼭 !!",
"156","448592335","검찰  총동 원령  발동하라",
"157","448592331","나베  티클까지  싹 조사해서 분쇠해버려라",
"158","448592309","동양대총장표창장따위, 영주시 초등동시짓기대회 중고등캠프에서 마구마구 남발되었다더만. 서울대의대연구실  삼성서포트 예일대입학하곤 '끕' 이 너무나 달라 참 조국가족보기 민망할지경...
윤석렬 개. 씹 .  새야 
조국일가족 잡아족쳐 죽여놓으면 검찰개혁 동력잃고 공수처 물건너갈줄 알고 자한당 조선일보랑 손잡았지?!  전국민이 보고있고 역사가 판단할거다.  다다음 쭈욱 민주당이 정권잡으믄 우짤라고 그래 쪼. 다  시키",
"159","448592257","비리덩어리 ㄴㅂ",
"160","448592239","참이상해  언론들은 나경원을 안털지  이해안되네 조국은 엄청 털더니",
"161","448592223","조국이는 민주당을 흠집내고
나경원은 한국당을 없애버린다",
"162","448592156","나경원 그렇게 입시비리.조국사퇴 부르짖었는데 너는 어떤지보자.",
"163","448592138","개검새들은 압수수색 안하고 뭐하냐",
"164","448592045","법죄집단  검찰이  할 일은  
조국  처럼   수사하는것뿐",
"165","448592026","희한하게 서울노인대랑 고령대 학생들은 나씨아들한텐 상대적 박탈감 안느끼더라ㅋ",
"166","448591937","의혹이
사실로 드러나면
사실이라면?
예일대는
입학 취소할까
궁금해지네",
"167","448591855","남의자식  눈에  눈물나게하면 지자식은 피눈물흘릴 수도 있다는걸 보여주세요",
"168","448591847","더러운ㄴㅕㄴ",
"169","448591810","서울노인대학생들 뭐하니?
선택적정의냐?
선택적공정이냐?
네들은 일베대학생 이상도 이하도 아니다",
"170","448591794","당신도  참  더러운짓  많이 한  정치인 맞구나?
말은 참  깨끗한척  하더니",
"171","448591707","뻔뻔한여자같으니라고...그래놓고 조국을 욕하고
손기락질 하고 그랬어
검사들은 뭣들하고 있는게야 정말 못믿을 검사들이구먼.....
특검도입하고 공수처 설치 빨리 진행하세요
대한민국 검사 모두 전수조사하여 해임하고 벌받게 합시다 이게 무엇입니까?",
"172","448591684","열심히 공부한 힘없고 빽없는 대학생들이여 일어나라 촛불을 들어라! 조국때 처럼.",
"173","448591629","나씨 철면피
각종 부정 부패 비리범죄 종합세트네",
"174","448591627","아들 ,딸, 홍신학원 ..모두 묶어 특검 오케이?",
"175","448591580","압색하고 수사해야지ㆍ조국일가에  했던거랑똑같이 탈탈털어라ㆍ어서!!국민의 명령이다",
"176","448591505","검찰들아 조국가족의 반의반이라도 수사해라",
"177","448591345","개검아
조국에게 하는 만큼 해라",
"178","448591312","석열아 특수부 검새들 100명은 풀어야 하지 않겟냐?",
"179","448591294","서울대  시험실 들어가서 연구 좀 할려는데  누구한태  부탁해야  돼죠?",
"180","448591255","나경원 즉각 수사해라~! 
여야 어느 쪽이든 
입시비리는 뿌리를 뽑아야 한다!",
"181","448591203","ㅇㅋㅇㅋ
특검
반드시 
어여 수사해라
검검 ㅐ검",
"182","448591192","틀림없이 문제가 있구먼.
고등학생이 그런 수준의 논문을 작성한다는 자체가 이해가 안되는 대목이다.",
"183","448591138","아직 진실도 알지못하는 총장 표창장  하나로
수십명 검사들이 수십차례  압색까지 했던
사건 하나를 나는 알고있다
어디 이번엔 그 잘난 검찰이 어떻게  할것인지
눈뜨고 지켜보겠다",
"184","448591133","서울대 학생회는 조용하네 ....

이런데는 상대적 박탈감이 안느껴지나 보네",
"185","448591083","경원아 감옥가자~~~~~",
"186","448591062","정치검새  윤석열은 뭉기적 ....?",
"187","448591061","불태워서 죽여라  !",
"188","448591053","자~검찰 시작해야지?
떡검소리 안들을려면 조국수사 할때처럼 집요하게 끈질기게 해야지?",
"189","448591022","이번건 제대로 수사 안하면 검찰은 끝이다..",
"190","448591003","마약하는 사위둔놈
음주운전 미성년성매매 자식둔놈보다
나쁘거나 자격없다고 하지않습니다
그러나 조국장관 때릴때
그리 모질게때린 나경원은 같은조사를 받아야죠
자식문제는 따지고싶지않은데
남의자식은 그리 죽여놓고
제자식은 그냥 넘어가면 안됩니다",
"191","448590999","나경원 집에서도 짜장면 시켜먹어야지?",
"192","448590883","제1야당의 원내대표라면 송곳검증 칼날검증 해야하지 않겠습니까? 조국과 같은 강도의조사를 검찰에 촉구합니다 자녀문제 패트문제 모두 국민이 납득할만한 결과를 보여주실 바랍니다 과거의 검찰과 달라진 모습을 국민은 보길 원합니다",
"193","448590873","즉각 조사하고
구속하라",
"194","448590864","부패덩어리년....",
"195","448590834","아들 딸에 그리고 채이배 의원  감금까지
나베는  비리와 죄로 차고 넘치는데
항상 기고만장 하며  
도둑이 매를든 격으로  난리굿을
하는데  저녀의 정신상태 ~~이런 녀자를
수수방관 하는  떡검들 참 가관이다",
"196","448590830","이런뉴스는 조중동 뉴시스에서는 찾아볼수가 없드라",
"197","448590820","윤석열총장은 왜 수사를 하지않고 침묵하는가~?
딜이 있는가~?
책잡힌것이 있는가~?
나경원 황교안 
즉시 수사하라~!
조직에 충성하는자~!
그런자 공직자의 자세가 아니고 시정잡배의 자세다~!",
"198","448590819","나 조선소 선박 용접사.
토왜뇬 나경원 주뎅이를 이참에 용접 해버릴께요.
입술  바깥쪽 뿐만 아니라 안쪽까지 섭씨
2천도의 쇳물로 이중으로 용접 해버릴 것이야",
"199","448590790","나경원 자식들 제대로 수사해라. 개검은 뭘 하고 있냐?  다른 언론들은?",
"200","448590702","조국 수사하듯이 똑같이 하시길 바랍니다 검새님들~~",
"201","448590698","앞이 보이네
손바닥 혓바닥으로
가릴수있을때까지 가겠네",
"202","448590680","그래 니베 집안도 털털털 털어보자  사학비리부터  자녀 비리까지 그리고 식구들까지  90일동안 압수수색하고  끝까지 가보자. 않그렇면 또한번의 촛불이 켜질것이다.",
"203","448590642","나씨와. 검찰과의 커넥션을 밝혀라~~!!!",
"204","448590605","윤석렬...애써 못본척",
"205","448590603","나경원이를 체포해 조사하라!
그남편과 아들놈   딸도!",
"206","448590594","경원아줌마 구속하구 특검하자
정신나간 아줌마구만",
